% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.184	1	1	119	5	1	22	2769	22	2769	0
1.185	1	1	119	6	1	22	2769	22	2769	0
1.185	1	1	119	6	1	22	2769	22	2769	0
1.185	1	1	119	6	1	22	2769	22	2769	0
1.186	1	1	119	7	1	22	2769	22	2769	0
1.186	1	1	119	7	1	22	2769	22	2769	0
1.186	1	1	119	7	1	22	2769	22	2769	0
1.187	1	1	119	8	1	22	2769	22	2769	0
1.187	1	1	119	8	1	22	2769	22	2769	0
1.187	1	1	119	8	1	22	2769	22	2769	0
1.188	1	1	119	9	1	22	2769	22	2769	0
1.188	1	1	119	9	1	22	2769	22	2769	0
1.188	1	1	119	9	1	22	2769	22	2769	0
1.189	1	1	119	10	1	22	2769	22	2769	0
1.189	1	1	119	10	1	22	2769	22	2769	0
1.189	1	1	119	10	1	22	2769	22	2769	0
1.19	1	1	120	1	1	22	2769	22	2769	0
1.19	1	1	120	1	1	22	2769	22	2769	0
1.19	1	1	120	1	1	22	2769	22	2769	0
1.191	1	1	120	2	1	22	2769	22	2769	0
1.191	1	1	120	2	1	22	2769	22	2769	0
1.191	1	1	120	2	1	22	2769	22	2769	0
1.192	1	1	120	3	1	22	2769	22	2769	0
1.192	1	1	120	3	1	22	2769	22	2769	0
1.192	1	1	120	3	1	22	2769	22	2769	0
1.193	1	1	120	4	1	22	2769	22	2769	0
1.193	1	1	120	4	1	22	2769	22	2769	0
1.193	1	1	120	4	1	22	2769	22	2769	0
1.194	1	1	120	5	1	22	2769	22	2769	0
1.194	1	1	120	5	1	22	2769	22	2769	0
1.194	1	1	120	5	1	22	2769	22	2769	0
1.195	1	1	120	6	1	22	2769	22	2769	0
1.195	1	1	120	6	1	22	2769	22	2769	0
1.195	1	1	120	6	1	22	2769	22	2769	0
1.196	1	1	120	7	1	22	2769	22	2769	0
1.196	1	1	120	7	1	22	2769	22	2769	0
1.196	1	1	120	7	1	22	2769	22	2769	0
1.197	1	1	120	8	1	22	2769	22	2769	0
1.197	1	1	120	8	1	22	2769	22	2769	0
1.197	1	1	120	8	1	22	2769	22	2769	0
1.198	1	1	120	9	1	22	2769	22	2769	0
1.198	1	1	120	9	1	22	2769	22	2769	0
1.198	1	1	120	9	1	22	2769	22	2769	0
1.199	1	1	120	10	1	22	2769	22	2769	0
1.199	1	1	120	10	1	22	2769	22	2769	0
1.199	1	1	120	10	1	22	2769	22	2769	0
1.2	1	1	121	1	1	22	2769	22	2769	0
1.2	1	1	121	1	1	22	2769	22	2769	0
1.2	1	1	121	1	1	22	2769	22	2769	0
1.201	1	1	121	2	1	22	2769	22	2769	0
1.201	1	1	121	2	1	22	2769	22	2769	0
1.201	1	1	121	2	1	22	2769	22	2769	0
1.202	1	1	121	3	1	22	2769	22	2769	0
1.202	1	1	121	3	1	22	2769	22	2769	0
1.202	1	1	121	3	1	22	2769	22	2769	0
1.203	1	1	121	4	1	22	2769	22	2769	0
1.203	1	1	121	4	1	22	2769	22	2769	0
1.203	1	1	121	4	1	22	2769	22	2769	0
1.204	1	1	121	5	1	22	2769	22	2769	0
1.204	1	1	121	5	1	22	2769	22	2769	0
1.204	1	1	121	5	1	22	2769	22	2769	0
1.205	1	1	121	6	1	22	2769	22	2769	0
1.205	1	1	121	6	1	22	2769	22	2769	0
1.205	1	1	121	6	1	22	2769	22	2769	0
1.206	1	1	121	7	1	22	2769	22	2769	0
1.206	1	1	121	7	1	22	2769	22	2769	0
1.206	1	1	121	7	1	22	2769	22	2769	0
1.207	1	1	121	8	1	22	2769	22	2769	0
1.207	1	1	121	8	1	22	2769	22	2769	0
1.207	1	1	121	8	1	22	2769	22	2769	0
1.208	1	1	121	9	1	22	2769	22	2769	0
1.208	1	1	121	9	1	22	2769	22	2769	0
1.208	1	1	121	9	1	22	2769	22	2769	0
1.209	1	1	121	10	1	22	2769	22	2769	0
1.209	1	1	121	10	1	22	2769	22	2769	0
1.209	1	1	121	10	1	22	2769	22	2769	0
1.21	1	1	122	1	1	22	2769	22	2769	0
1.21	1	1	122	1	1	22	2769	22	2769	0
1.21	1	1	122	1	1	22	2769	22	2769	0
1.211	1	1	122	2	1	22	2769	22	2769	0
1.211	1	1	122	2	1	22	2769	22	2769	0
1.211	1	1	122	2	1	22	2769	22	2769	0
1.212	1	1	122	3	1	22	2769	22	2769	0
1.212	1	1	122	3	1	22	2769	22	2769	0
1.212	1	1	122	3	1	22	2769	22	2769	0
1.213	1	1	122	4	1	22	2769	22	2769	0
1.213	1	1	122	4	1	22	2769	22	2769	0
1.213	1	1	122	4	1	22	2769	22	2769	0
1.214	1	1	122	5	1	22	2769	22	2769	0
1.214	1	1	122	5	1	22	2769	22	2769	0
1.214	1	1	122	5	1	22	2769	22	2769	0
1.215	1	1	122	6	1	22	2769	22	2769	0
1.215	1	1	122	6	1	22	2769	22	2769	0
1.215	1	1	122	6	1	22	2769	22	2769	0
1.216	1	1	122	7	1	22	2769	22	2769	0
1.216	1	1	122	7	1	22	2769	22	2769	0
1.216	1	1	122	7	1	22	2769	22	2769	0
1.217	1	1	122	8	1	22	2769	22	2769	0
1.217	1	1	122	8	1	22	2769	22	2769	0
1.217	1	1	122	8	1	22	2769	22	2769	0
1.218	1	1	122	9	1	22	2769	22	2769	0
1.218	1	1	122	9	1	22	2769	22	2769	0
1.218	1	1	122	9	1	22	2769	22	2769	0
1.219	1	1	122	10	1	22	2769	22	2769	0
1.219	1	1	122	10	1	22	2769	22	2769	0
1.219	1	1	122	10	1	22	2769	22	2769	0
1.22	1	1	123	1	1	22	2769	22	2769	0
1.22	1	1	123	1	1	22	2769	22	2769	0
1.22	1	1	123	1	1	22	2769	22	2769	0
1.221	1	1	123	2	1	22	2769	22	2769	0
1.221	1	1	123	2	1	22	2769	22	2769	0
1.221	1	1	123	2	1	22	2769	22	2769	0
1.222	1	1	123	3	1	22	2769	22	2769	0
1.222	1	1	123	3	1	22	2769	22	2769	0
1.222	1	1	123	3	1	22	2769	22	2769	0
1.223	1	1	123	4	1	22	2769	22	2769	0
1.223	1	1	123	4	1	22	2769	22	2769	0
1.223	1	1	123	4	1	22	2769	22	2769	0
1.224	1	1	123	5	1	22	2769	22	2769	0
1.224	1	1	123	5	1	22	2769	22	2769	0
1.224	1	1	123	5	1	22	2769	22	2769	0
1.225	1	1	123	6	1	22	2769	22	2769	0
1.225	1	1	123	6	1	22	2769	22	2769	0
1.225	1	1	123	6	1	22	2769	22	2769	0
1.226	1	1	123	7	1	22	2769	22	2769	0
1.226	1	1	123	7	1	22	2769	22	2769	0
1.226	1	1	123	7	1	22	2769	22	2769	0
1.227	1	1	123	8	1	22	2769	22	2769	0
1.227	1	1	123	8	1	22	2769	22	2769	0
1.227	1	1	123	8	1	22	2769	22	2769	0
1.228	1	1	123	9	1	22	2769	22	2769	0
1.228	1	1	123	9	1	22	2769	22	2769	0
1.228	1	1	123	9	1	22	2769	22	2769	0
1.229	1	1	123	10	1	22	2769	22	2769	0
1.229	1	1	123	10	1	22	2769	22	2769	0
1.229	1	1	123	10	1	22	2769	22	2769	0
1.23	1	1	124	1	1	22	2769	22	2769	0
1.23	1	1	124	1	1	22	2769	22	2769	0
1.23	1	1	124	1	1	22	2769	22	2769	0
1.231	1	1	124	2	1	22	2769	22	2769	0
1.231	1	1	124	2	1	22	2769	22	2769	0
1.231	1	1	124	2	1	22	2769	22	2769	0
1.232	1	1	124	3	1	22	2769	22	2769	0
1.232	1	1	124	3	1	22	2769	22	2769	0
1.232	1	1	124	3	1	22	2769	22	2769	0
1.233	1	1	124	4	1	22	2769	22	2769	0
1.233	1	1	124	4	1	22	2769	22	2769	0
1.233	1	1	124	4	1	22	2769	22	2769	0
1.234	1	1	124	5	1	22	2769	22	2769	0
1.234	1	1	124	5	1	22	2769	22	2769	0
1.234	1	1	124	5	1	22	2769	22	2769	0
1.235	1	1	124	6	1	22	2769	22	2769	0
1.235	1	1	124	6	1	22	2769	22	2769	0
1.235	1	1	124	6	1	22	2769	22	2769	0
1.236	1	1	124	7	1	22	2769	22	2769	0
1.236	1	1	124	7	1	22	2769	22	2769	0
1.236	1	1	124	7	1	22	2769	22	2769	0
1.237	1	1	124	8	1	22	2769	22	2769	0
1.237	1	1	124	8	1	22	2769	22	2769	0
1.237	1	1	124	8	1	22	2769	22	2769	0
1.238	1	1	124	9	1	22	2769	22	2769	0
1.238	1	1	124	9	1	22	2769	22	2769	0
1.238	1	1	124	9	1	22	2769	22	2769	0
1.239	1	1	124	10	1	22	2769	22	2769	0
1.239	1	1	124	10	1	22	2769	22	2769	0
1.239	1	1	124	10	1	22	2769	22	2769	0
1.24	1	1	125	1	1	22	2769	22	2769	0
1.24	1	1	125	1	1	22	2769	22	2769	0
1.24	1	1	125	1	1	22	2769	22	2769	0
1.241	1	1	125	2	1	22	2769	22	2769	0
1.241	1	1	125	2	1	22	2769	22	2769	0
1.241	1	1	125	2	1	22	2769	22	2769	0
1.242	1	1	125	3	1	22	2769	22	2769	0
1.242	1	1	125	3	1	22	2769	22	2769	0
1.242	1	1	125	3	1	22	2769	22	2769	0
1.243	1	1	125	4	1	22	2769	22	2769	0
1.243	1	1	125	4	1	22	2769	22	2769	0
1.243	1	1	125	4	1	22	2769	22	2769	0
1.244	1	1	125	5	1	22	2769	22	2769	0
1.244	1	1	125	5	1	22	2769	22	2769	0
1.244	1	1	125	5	1	22	2769	22	2769	0
1.245	1	1	125	6	1	22	2769	22	2769	0
1.245	1	1	125	6	1	22	2769	22	2769	0
1.245	1	1	125	6	1	22	2769	22	2769	0
1.246	1	1	125	7	1	22	2769	22	2769	0
1.246	1	1	125	7	1	22	2769	22	2769	0
1.246	1	1	125	7	1	22	2769	22	2769	0
1.247	1	1	125	8	1	22	2769	22	2769	0
1.247	1	1	125	8	1	22	2769	22	2769	0
1.247	1	1	125	8	1	22	2769	22	2769	0
1.248	1	1	125	9	1	22	2769	22	2769	0
1.248	1	1	125	9	1	22	2769	22	2769	0
1.248	1	1	125	9	1	22	2769	22	2769	0
1.249	1	1	125	10	1	22	2769	22	2769	0
1.249	1	1	125	10	1	22	2769	22	2769	0
1.249	1	1	125	10	1	22	2769	22	2769	0
1.25	1	1	126	1	1	22	2769	22	2769	0
1.25	1	1	126	1	1	22	2769	22	2769	0
1.25	1	1	126	1	1	22	2769	22	2769	0
1.251	1	1	126	2	1	22	2769	22	2769	0
1.251	1	1	126	2	1	22	2769	22	2769	0
1.251	1	1	126	2	1	22	2769	22	2769	0
1.252	1	1	126	3	1	22	2769	22	2769	0
1.252	1	1	126	3	1	22	2769	22	2769	0
1.252	1	1	126	3	1	22	2769	22	2769	0
1.253	1	1	126	4	1	22	2769	22	2769	0
1.253	1	1	126	4	1	22	2769	22	2769	0
1.253	1	1	126	4	1	22	2769	22	2769	0
1.254	1	1	126	5	1	22	2769	22	2769	0
1.254	1	1	126	5	1	22	2769	22	2769	0
1.254	1	1	126	5	1	22	2769	22	2769	0
1.255	1	1	126	6	1	22	2769	22	2769	0
1.255	1	1	126	6	1	22	2769	22	2769	0
1.255	1	1	126	6	1	22	2769	22	2769	0
1.256	1	1	126	7	1	22	2769	22	2769	0
1.256	1	1	126	7	1	22	2769	22	2769	0
1.256	1	1	126	7	1	22	2769	22	2769	0
1.257	1	1	126	8	1	22	2769	22	2769	0
1.257	1	1	126	8	1	22	2769	22	2769	0
1.257	1	1	126	8	1	22	2769	22	2769	0
1.258	1	1	126	9	1	22	2769	22	2769	0
1.258	1	1	126	9	1	22	2769	22	2769	0
1.258	1	1	126	9	1	22	2769	22	2769	0
1.259	1	1	126	10	1	22	2769	22	2769	0
1.259	1	1	126	10	1	22	2769	22	2769	0
1.259	1	1	126	10	1	22	2769	22	2769	0
1.26	1	1	127	1	1	22	2769	22	2769	0
1.26	1	1	127	1	1	22	2769	22	2769	0
1.26	1	1	127	1	1	22	2769	22	2769	0
1.261	1	1	127	2	1	22	2769	22	2769	0
1.261	1	1	127	2	1	22	2769	22	2769	0
1.261	1	1	127	2	1	22	2769	22	2769	0
1.262	1	1	127	3	1	22	2769	22	2769	0
1.262	1	1	127	3	1	22	2769	22	2769	0
1.262	1	1	127	3	1	22	2769	22	2769	0
1.263	1	1	127	4	1	22	2769	22	2769	0
1.263	1	1	127	4	1	22	2769	22	2769	0
1.263	1	1	127	4	1	22	2769	22	2769	0
1.264	1	1	127	5	1	22	2769	22	2769	0
1.264	1	1	127	5	1	22	2769	22	2769	0
1.264	1	1	127	5	1	22	2769	22	2769	0
1.265	1	1	127	6	1	22	2769	22	2769	0
1.265	1	1	127	6	1	22	2769	22	2769	0
1.265	1	1	127	6	1	22	2769	22	2769	0
1.266	1	1	127	7	1	22	2769	22	2769	0
1.266	1	1	127	7	1	22	2769	22	2769	0
1.266	1	1	127	7	1	22	2769	22	2769	0
1.267	1	1	127	8	1	22	2769	22	2769	0
1.267	1	1	127	8	1	22	2769	22	2769	0
1.267	1	1	127	8	1	22	2769	22	2769	0
1.268	1	1	127	9	1	22	2769	22	2769	0
1.268	1	1	127	9	1	22	2769	22	2769	0
1.268	1	1	127	9	1	22	2769	22	2769	0
1.269	1	1	127	10	1	22	2769	22	2769	0
1.269	1	1	127	10	1	22	2769	22	2769	0
1.269	1	1	127	10	1	22	2769	22	2769	0
1.27	1	1	128	1	1	22	2769	22	2769	0
1.27	1	1	128	1	1	22	2769	22	2769	0
1.27	1	1	128	1	1	22	2769	22	2769	0
1.271	1	1	128	2	1	22	2769	22	2769	0
1.271	1	1	128	2	1	22	2769	22	2769	0
1.271	1	1	128	2	1	22	2769	22	2769	0
1.272	1	1	128	3	1	22	2769	22	2769	0
1.272	1	1	128	3	1	22	2769	22	2769	0
1.272	1	1	128	3	1	22	2769	22	2769	0
1.273	1	1	128	4	1	22	2769	22	2769	0
1.273	1	1	128	4	1	22	2769	22	2769	0
1.273	1	1	128	4	1	22	2769	22	2769	0
1.274	1	1	128	5	1	22	2769	22	2769	0
1.274	1	1	128	5	1	22	2769	22	2769	0
1.274	1	1	128	5	1	22	2769	22	2769	0
1.275	1	1	128	6	1	22	2769	22	2769	0
1.275	1	1	128	6	1	22	2769	22	2769	0
1.275	1	1	128	6	1	22	2769	22	2769	0
1.276	1	1	128	7	1	22	2769	22	2769	0
1.276	1	1	128	7	1	22	2769	22	2769	0
1.276	1	1	128	7	1	22	2769	22	2769	0
1.277	1	1	128	8	1	22	2769	22	2769	0
1.277	1	1	128	8	1	22	2769	22	2769	0
1.277	1	1	128	8	1	22	2769	22	2769	0
1.278	1	1	128	9	1	22	2769	22	2769	0
1.278	1	1	128	9	1	22	2769	22	2769	0
1.278	1	1	128	9	1	22	2769	22	2769	0
1.279	1	1	128	10	1	22	2769	22	2769	0
1.279	1	1	128	10	1	22	2769	22	2769	0
1.279	1	1	128	10	1	22	2769	22	2769	0
1.28	1	1	129	1	1	22	2769	22	2769	0
1.28	1	1	129	1	1	22	2769	22	2769	0
1.28	1	1	129	1	1	22	2769	22	2769	0
1.281	1	1	129	2	1	22	2769	22	2769	0
1.281	1	1	129	2	1	22	2769	22	2769	0
1.281	1	1	129	2	1	22	2769	22	2769	0
1.282	1	1	129	3	1	22	2769	22	2769	0
1.282	1	1	129	3	1	22	2769	22	2769	0
1.282	1	1	129	3	1	22	2769	22	2769	0
1.283	1	1	129	4	1	22	2769	22	2769	0
1.283	1	1	129	4	1	22	2769	22	2769	0
1.283	1	1	129	4	1	22	2769	22	2769	0
1.284	1	1	129	5	1	22	2769	22	2769	0
1.284	1	1	129	5	1	22	2769	22	2769	0
1.284	1	1	129	5	1	22	2769	22	2769	0
1.285	1	1	129	6	1	22	2769	22	2769	0
1.285	1	1	129	6	1	22	2769	22	2769	0
1.285	1	1	129	6	1	22	2769	22	2769	0
1.286	1	1	129	7	1	22	2769	22	2769	0
1.286	1	1	129	7	1	22	2769	22	2769	0
1.286	1	1	129	7	1	22	2769	22	2769	0
1.287	1	1	129	8	1	22	2769	22	2769	0
1.287	1	1	129	8	1	22	2769	22	2769	0
1.287	1	1	129	8	1	22	2769	22	2769	0
1.288	1	1	129	9	1	22	2769	22	2769	0
1.288	1	1	129	9	1	22	2769	22	2769	0
1.288	1	1	129	9	1	22	2769	22	2769	0
1.289	1	1	129	10	1	22	2769	22	2769	0
1.289	1	1	129	10	1	22	2769	22	2769	0
1.289	1	1	129	10	1	22	2769	22	2769	0
1.29	1	1	130	1	1	22	2769	22	2769	0
1.29	1	1	130	1	1	22	2769	22	2769	0
1.29	1	1	130	1	1	22	2769	22	2769	0
1.291	1	1	130	2	1	22	2769	22	2769	0
1.291	1	1	130	2	1	22	2769	22	2769	0
1.291	1	1	130	2	1	22	2769	22	2769	0
1.292	1	1	130	3	1	22	2769	22	2769	0
1.292	1	1	130	3	1	22	2769	22	2769	0
1.292	1	1	130	3	1	22	2769	22	2769	0
1.293	1	1	130	4	1	22	2769	22	2769	0
1.293	1	1	130	4	1	22	2769	22	2769	0
1.293	1	1	130	4	1	22	2769	22	2769	0
1.294	1	1	130	5	1	22	2769	22	2769	0
1.294	1	1	130	5	1	22	2769	22	2769	0
1.294	1	1	130	5	1	22	2769	22	2769	0
1.295	1	1	130	6	1	22	2769	22	2769	0
1.295	1	1	130	6	1	22	2769	22	2769	0
1.295	1	1	130	6	1	22	2769	22	2769	0
1.296	1	1	130	7	1	22	2769	22	2769	0
1.296	1	1	130	7	1	22	2769	22	2769	0
1.296	1	1	130	7	1	22	2769	22	2769	0
1.297	1	1	130	8	1	22	2769	22	2769	0
1.297	1	1	130	8	1	22	2769	22	2769	0
1.297	1	1	130	8	1	22	2769	22	2769	0
1.298	1	1	130	9	1	22	2769	22	2769	0
1.298	1	1	130	9	1	22	2769	22	2769	0
1.298	1	1	130	9	1	22	2769	22	2769	0
1.299	1	1	130	10	1	22	2769	22	2769	0
1.299	1	1	130	10	1	22	2769	22	2769	0
1.299	1	1	130	10	1	22	2769	22	2769	0
1.3	1	1	131	1	1	22	2769	22	2769	0
1.3	1	1	131	1	1	22	2769	22	2769	0
1.3	1	1	131	1	1	22	2769	22	2769	0
1.301	1	1	131	2	1	22	2769	22	2769	0
1.301	1	1	131	2	1	22	2769	22	2769	0
1.301	1	1	131	2	1	22	2769	22	2769	0
1.302	1	1	131	3	1	22	2769	22	2769	0
1.302	1	1	131	3	1	22	2769	22	2769	0
1.302	1	1	131	3	1	22	2769	22	2769	0
1.303	1	1	131	4	1	22	2769	22	2769	0
1.303	1	1	131	4	1	22	2769	22	2769	0
1.303	1	1	131	4	1	22	2769	22	2769	0
1.304	1	1	131	5	1	22	2769	22	2769	0
1.304	1	1	131	5	1	22	2769	22	2769	0
1.304	1	1	131	5	1	22	2769	22	2769	0
1.305	1	1	131	6	1	22	2769	22	2769	0
1.305	1	1	131	6	1	22	2769	22	2769	0
1.305	1	1	131	6	1	22	2769	22	2769	0
1.306	1	1	131	7	1	22	2769	22	2769	0
1.306	1	1	131	7	1	22	2769	22	2769	0
1.306	1	1	131	7	1	22	2769	22	2769	0
1.307	1	1	131	8	1	22	2769	22	2769	0
1.307	1	1	131	8	1	22	2769	22	2769	0
1.307	1	1	131	8	1	22	2769	22	2769	0
1.308	1	1	131	9	1	22	2769	22	2769	0
1.308	1	1	131	9	1	22	2769	22	2769	0
1.308	1	1	131	9	1	22	2769	22	2769	0
1.309	1	1	131	10	1	22	2769	22	2769	0
1.309	1	1	131	10	1	22	2769	22	2769	0
1.309	1	1	131	10	1	22	2769	22	2769	0
1.31	1	1	132	1	1	22	2769	22	2769	0
1.31	1	1	132	1	1	22	2769	22	2769	0
1.31	1	1	132	1	1	22	2769	22	2769	0
1.311	1	1	132	2	1	22	2769	22	2769	0
1.311	1	1	132	2	1	22	2769	22	2769	0
1.311	1	1	132	2	1	22	2769	22	2769	0
1.312	1	1	132	3	1	22	2769	22	2769	0
1.312	1	1	132	3	1	22	2769	22	2769	0
1.312	1	1	132	3	1	22	2769	22	2769	0
1.313	1	1	132	4	1	22	2769	22	2769	0
1.313	1	1	132	4	1	22	2769	22	2769	0
1.313	1	1	132	4	1	22	2769	22	2769	0
1.314	1	1	132	5	1	22	2769	22	2769	0
1.314	1	1	132	5	1	22	2769	22	2769	0
1.314	1	1	132	5	1	22	2769	22	2769	0
1.315	1	1	132	6	1	22	2769	22	2769	0
1.315	1	1	132	6	1	22	2769	22	2769	0
1.315	1	1	132	6	1	22	2769	22	2769	0
1.316	1	1	132	7	1	22	2769	22	2769	0
1.316	1	1	132	7	1	22	2769	22	2769	0
1.316	1	1	132	7	1	22	2769	22	2769	0
1.317	1	1	132	8	1	22	2769	22	2769	0
1.317	1	1	132	8	1	22	2769	22	2769	0
1.317	1	1	132	8	1	22	2769	22	2769	0
1.318	1	1	132	9	1	22	2769	22	2769	0
1.318	1	1	132	9	1	22	2769	22	2769	0
1.318	1	1	132	9	1	22	2769	22	2769	0
1.319	1	1	132	10	1	22	2769	22	2769	0
1.319	1	1	132	10	1	22	2769	22	2769	0
1.319	1	1	132	10	1	22	2769	22	2769	0
1.32	1	1	133	1	1	22	2769	22	2769	0
1.32	1	1	133	1	1	22	2769	22	2769	0
1.32	1	1	133	1	1	22	2769	22	2769	0
1.321	1	1	133	2	1	22	2769	22	2769	0
1.321	1	1	133	2	1	22	2769	22	2769	0
1.321	1	1	133	2	1	22	2769	22	2769	0
1.322	1	1	133	3	1	22	2769	22	2769	0
1.322	1	1	133	3	1	22	2769	22	2769	0
1.322	1	1	133	3	1	22	2769	22	2769	0
1.323	1	1	133	4	1	22	2769	22	2769	0
1.323	1	1	133	4	1	22	2769	22	2769	0
1.323	1	1	133	4	1	22	2769	22	2769	0
1.324	1	1	133	5	1	22	2769	22	2769	0
1.324	1	1	133	5	1	22	2769	22	2769	0
1.324	1	1	133	5	1	22	2769	22	2769	0
1.325	1	1	133	6	1	22	2769	22	2769	0
1.325	1	1	133	6	1	22	2769	22	2769	0
1.325	1	1	133	6	1	22	2769	22	2769	0
1.326	1	1	133	7	1	22	2769	22	2769	0
1.326	1	1	133	7	1	22	2769	22	2769	0
1.326	1	1	133	7	1	22	2769	22	2769	0
1.327	1	1	133	8	1	22	2769	22	2769	0
1.327	1	1	133	8	1	22	2769	22	2769	0
1.327	1	1	133	8	1	22	2769	22	2769	0
1.328	1	1	133	9	1	22	2769	22	2769	0
1.328	1	1	133	9	1	22	2769	22	2769	0
1.328	1	1	133	9	1	22	2769	22	2769	0
1.329	1	1	133	10	1	22	2769	22	2769	0
1.329	1	1	133	10	1	22	2769	22	2769	0
1.329	1	1	133	10	1	22	2769	22	2769	0
1.33	1	1	134	1	1	22	2769	22	2769	0
1.33	1	1	134	1	1	22	2769	22	2769	0
1.33	1	1	134	1	1	22	2769	22	2769	0
1.331	1	1	134	2	1	22	2769	22	2769	0
1.331	1	1	134	2	1	22	2769	22	2769	0
1.331	1	1	134	2	1	22	2769	22	2769	0
1.332	1	1	134	3	1	22	2769	22	2769	0
1.332	1	1	134	3	1	22	2769	22	2769	0
1.332	1	1	134	3	1	22	2769	22	2769	0
1.333	1	1	134	4	1	22	2769	22	2769	0
1.333	1	1	134	4	1	22	2769	22	2769	0
1.333	1	1	134	4	1	22	2769	22	2769	0
1.334	1	1	134	5	1	22	2769	22	2769	0
1.334	1	1	134	5	1	22	2769	22	2769	0
1.334	1	1	134	5	1	22	2769	22	2769	0
1.335	1	1	134	6	1	22	2769	22	2769	0
1.335	1	1	134	6	1	22	2769	22	2769	0
1.335	1	1	134	6	1	22	2769	22	2769	0
1.336	1	1	134	7	1	22	2769	22	2769	0
1.336	1	1	134	7	1	22	2769	22	2769	0
1.336	1	1	134	7	1	22	2769	22	2769	0
1.337	1	1	134	8	1	22	2769	22	2769	0
1.337	1	1	134	8	1	22	2769	22	2769	0
1.337	1	1	134	8	1	22	2769	22	2769	0
1.338	1	1	134	9	1	22	2769	22	2769	0
1.338	1	1	134	9	1	22	2769	22	2769	0
1.338	1	1	134	9	1	22	2769	22	2769	0
1.339	1	1	134	10	1	22	2769	22	2769	0
1.339	1	1	134	10	1	22	2769	22	2769	0
1.339	1	1	134	10	1	22	2769	22	2769	0
1.34	1	1	135	1	1	22	2769	22	2769	0
1.34	1	1	135	1	1	22	2769	22	2769	0
1.34	1	1	135	1	1	22	2769	22	2769	0
1.341	1	1	135	2	1	22	2769	22	2769	0
1.341	1	1	135	2	1	22	2769	22	2769	0
1.341	1	1	135	2	1	22	2769	22	2769	0
1.342	1	1	135	3	1	22	2769	22	2769	0
1.342	1	1	135	3	1	22	2769	22	2769	0
1.342	1	1	135	3	1	22	2769	22	2769	0
1.343	1	1	135	4	1	22	2769	22	2769	0
1.343	1	1	135	4	1	22	2769	22	2769	0
1.343	1	1	135	4	1	22	2769	22	2769	0
1.344	1	1	135	5	1	22	2769	22	2769	0
1.344	1	1	135	5	1	22	2769	22	2769	0
1.344	1	1	135	5	1	22	2769	22	2769	0
1.345	1	1	135	6	1	22	2769	22	2769	0
1.345	1	1	135	6	1	22	2769	22	2769	0
1.345	1	1	135	6	1	22	2769	22	2769	0
1.346	1	1	135	7	1	22	2769	22	2769	0
1.346	1	1	135	7	1	22	2769	22	2769	0
1.346	1	1	135	7	1	22	2769	22	2769	0
1.347	1	1	135	8	1	22	2769	22	2769	0
1.347	1	1	135	8	1	22	2769	22	2769	0
1.347	1	1	135	8	1	22	2769	22	2769	0
1.348	1	1	135	9	1	22	2769	22	2769	0
1.348	1	1	135	9	1	22	2769	22	2769	0
1.348	1	1	135	9	1	22	2769	22	2769	0
1.349	1	1	135	10	1	22	2769	22	2769	0
1.349	1	1	135	10	1	22	2769	22	2769	0
1.349	1	1	135	10	1	22	2769	22	2769	0
1.35	1	1	136	1	1	22	2769	22	2769	0
1.35	1	1	136	1	1	22	2769	22	2769	0
1.35	1	1	136	1	1	22	2769	22	2769	0
1.351	1	1	136	2	1	22	2769	22	2769	0
1.351	1	1	136	2	1	22	2769	22	2769	0
1.351	1	1	136	2	1	22	2769	22	2769	0
1.352	1	1	136	3	1	22	2769	22	2769	0
1.352	1	1	136	3	1	22	2769	22	2769	0
1.352	1	1	136	3	1	22	2769	22	2769	0
1.353	1	1	136	4	1	22	2769	22	2769	0
1.353	1	1	136	4	1	22	2769	22	2769	0
1.353	1	1	136	4	1	22	2769	22	2769	0
1.354	1	1	136	5	1	22	2769	22	2769	0
1.354	1	1	136	5	1	22	2769	22	2769	0
1.354	1	1	136	5	1	22	2769	22	2769	0
1.355	1	1	136	6	1	22	2769	22	2769	0
1.355	1	1	136	6	1	22	2769	22	2769	0
1.355	1	1	136	6	1	22	2769	22	2769	0
1.356	1	1	136	7	1	22	2769	22	2769	0
1.356	1	1	136	7	1	22	2769	22	2769	0
1.356	1	1	136	7	1	22	2769	22	2769	0
1.357	1	1	136	8	1	22	2769	22	2769	0
1.357	1	1	136	8	1	22	2769	22	2769	0
1.357	1	1	136	8	1	22	2769	22	2769	0
1.358	1	1	136	9	1	22	2769	22	2769	0
1.358	1	1	136	9	1	22	2769	22	2769	0
1.358	1	1	136	9	1	22	2769	22	2769	0
1.359	1	1	136	10	1	22	2769	22	2769	0
1.359	1	1	136	10	1	22	2769	22	2769	0
1.359	1	1	136	10	1	22	2769	22	2769	0
1.36	1	1	137	1	1	22	2769	22	2769	0
1.36	1	1	137	1	1	22	2769	22	2769	0
1.36	1	1	137	1	1	22	2769	22	2769	0
1.361	1	1	137	2	1	22	2769	22	2769	0
1.361	1	1	137	2	1	22	2769	22	2769	0
1.361	1	1	137	2	1	22	2769	22	2769	0
1.362	1	1	137	3	1	22	2769	22	2769	0
1.362	1	1	137	3	1	22	2769	22	2769	0
1.362	1	1	137	3	1	22	2769	22	2769	0
1.363	1	1	137	4	1	22	2769	22	2769	0
